(1.8386,0)
(1.93906,0)
(1.93415,0)
(1.93683,0)
(5.86819,0)
(5.86324,0)
(5.83388,0)
(5.86801,0)
(5.86136,0)
(5.8509,0)
(5.85175,0)
(5.64192,0)
(5.80318,0)
(5.80489,0)
(5.65472,0)
(5.65426,0)
(5.6689,0)
(5.66903,0)
(5.79469,0)
(5.7956,0)
(5.79538,0)
(5.77123,0)
(5.70983,0)
(5.76094,0)
(5.69822,0)
(5.69816,0)
(5.7228,0)
(5.74483,0)
(5.74288,0)
(5.7196,0)
(5.7195,0)
(5.76729,0)
(5.76698,0)
(5.75051,0)
(5.75069,0)
(1.97681,0)
(1.96001,0)
(1.96023,0)
(5.60148,0)
(5.60997,0)
(5.61987,0)
(5.61162,0)
(5.61859,0)
(1.99846,0)
(2.0561,0)
(2.00616,0)
(2.02525,0)
(2.03403,0)
(2.03677,0)
(2.00857,0)
(2.0086,0)
(5.51847,0)
(5.58144,0)
(5.53063,0)
(5.56326,0)
(5.55705,0)
(5.52334,0)
(5.53233,0)
(5.5743,0)
(5.56901,0)
(5.57219,0)
(5.44859,0)
(5.47571,0)
(5.47875,0)
(5.46657,0)
(5.48008,0)
(5.46586,0)
(5.48003,0)
(2.05585,0)
(2.03688,0)
(2.2199,0)
(2.10417,0)
(2.10277,0)
(2.08993,0)
(2.09115,0)
(2.08368,0)
(2.20108,0)
(2.16246,0)
(2.18226,0)
(2.12039,0)
(2.12117,0)
(2.19227,0)
(2.08422,0)
(2.12927,0)
(2.14836,0)
(5.42031,0)
(5.4187,0)
(2.15027,0)
(2.26275,0)
(2.18666,0)
(2.13038,0)
(2.23132,0)
(2.22942,0)
(2.23258,0)
(2.2681,0)
(2.35305,0)
(2.29333,0)
(2.33822,0)
(2.33866,0)
(2.30024,0)
(2.297,0)
(2.3197,0)
(2.32618,0)
(2.32453,0)
(2.29628,0)
(2.32241,0)
(5.41181,0)
(5.39556,0)
(5.41064,0)
(5.41084,0)
(5.37268,0)
(5.38292,0)
(5.38256,0)
(5.19862,0)
(5.37974,0)
(5.34953,0)
(5.36005,0)
(5.36003,0)
(5.32947,0)
(5.34555,0)
(5.33818,0)
(5.37931,0)
(5.18978,0)
(5.18717,0)
(5.21342,0)
(5.18748,0)
(5.26105,0)
(5.33528,0)
(5.31426,0)
(5.28154,0)
(5.18504,0)
(5.23342,0)
(5.27033,0)
(5.28057,0)
(5.26964,0)
(5.22691,0)
(5.33473,0)
(5.31397,0)
(5.22484,0)
(5.23024,0)
(5.22989,0)
(2.41308,0)
(2.38014,0)
(2.3951,0)
(5.1413,0)
(5.14966,0)
(5.16551,0)
(5.16274,0)
(5.15099,0)
(2.48112,0)
(2.43839,0)
(2.42345,0)
(2.39876,0)
(2.3988,0)
(2.44273,0)
(2.44472,0)
(2.42686,0)
(2.44907,0)
(2.427,0)
(5.13123,0)
(5.07478,0)
(5.09359,0)
(5.07996,0)
(5.08714,0)
(5.07968,0)
(5.09212,0)
(5.08735,0)
(2.54597,0)
(2.53635,0)
(2.49597,0)
(2.5396,0)
(2.49104,0)
(2.51371,0)
(2.4837,0)
(2.48711,0)
(2.48916,0)
(2.51353,0)
(2.47449,0)
(2.47453,0)
(2.57195,0)
(2.58738,0)
(2.57854,0)
(2.60074,0)
(5.05309,0)
(2.62589,0)
(2.61703,0)
(5.033,0)
(2.63178,0)
(2.57533,0)
(2.61325,0)
(5.04506,0)
(5.04849,0)
(5.04441,0)
(2.61996,0)
(5.01525,0)
(5.04844,0)
(5.02018,0)
(5.02016,0)
(2.76754,0)
(2.67091,0)
(2.6602,0)
(2.66129,0)
(2.73629,0)
(2.68209,0)
(2.70251,0)
(2.70026,0)
(2.71388,0)
(2.7148,0)
(2.67914,0)
(2.729,0)
(2.72538,0)
(2.67968,0)
(5.00587,0)
(5.0009,0)
(4.98497,0)
(4.98631,0)
(4.95263,0)
(4.97181,0)
(4.94102,0)
(4.97051,0)
(4.97622,0)
(4.97632,0)
(4.96518,0)
(4.96563,0)
(4.80134,0)
(4.80871,0)
(4.9253,0)
(4.92311,0)
(4.82319,0)
(4.90775,0)
(4.89309,0)
(4.8521,0)
(4.82962,0)
(4.8661,0)
(4.86989,0)
(4.82531,0)
(4.89795,0)
(4.90141,0)
(4.88279,0)
(4.84646,0)
(4.90706,0)
(4.82687,0)
(4.84122,0)
(4.83976,0)
(2.78431,0)
(2.79742,0)
(2.77477,0)
(4.77915,0)
(2.81109,0)
(2.80806,0)
(2.84165,0)
(2.83372,0)
(2.802,0)
(2.80226,0)
(2.774,0)
(2.77401,0)
(2.83447,0)
(4.7751,0)
(4.76013,0)
(4.73356,0)
(4.74827,0)
(4.75653,0)
(4.75656,0)
(4.66278,0)
(2.9245,0)
(2.91456,0)
(2.91479,0)
(2.8916,0)
(2.84427,0)
(2.85884,0)
(2.84995,0)
(2.86837,0)
(4.67747,0)
(2.98551,0)
(2.95508,0)
(2.87783,0)
(2.88147,0)
(2.8708,0)
(2.87222,0)
(2.85014,0)
(4.71417,0)
(2.95925,0)
(4.72748,0)
(2.97157,0)
(4.70658,0)
(4.72665,0)
(4.72528,0)
(2.87984,0)
(4.72229,0)
(4.72218,0)
(2.96459,0)
(2.96574,0)
(2.97482,0)
(4.70171,0)
(4.69914,0)
(4.69457,0)
(2.99391,0)
(2.99835,0)
(3.00044,0)
(3.02732,0)
(3.09402,0)
(3.09499,0)
(3.07657,0)
(3.03217,0)
(3.04077,0)
(3.06224,0)
(3.06283,0)
(3.05522,0)
(3.04724,0)
(3.04948,0)
(3.04971,0)
(4.67267,0)
(4.69604,0)
(4.65219,0)
(4.64451,0)
(4.64733,0)
(4.69375,0)
(4.69379,0)
(4.62907,0)
(4.62188,0)
(4.6106,0)
(4.61019,0)
(4.50012,0)
(4.50034,0)
(4.50978,0)
(4.59494,0)
(4.56599,0)
(4.56847,0)
(4.5268,0)
(4.54518,0)
(4.53001,0)
(4.53124,0)
(4.58438,0)
(4.58242,0)
(4.5415,0)
(4.53918,0)
(4.54259,0)
(4.57745,0)
(4.58211,0)
(4.57951,0)
(4.57594,0)
(4.57622,0)
(3.10496,0)
(3.12694,0)
(3.11307,0)
(3.1178,0)
(4.46283,0)
(4.47659,0)
(4.48236,0)
(4.48305,0)
(3.13892,0)
(3.16656,0)
(3.15658,0)
(3.17485,0)
(3.15296,0)
(3.2051,0)
(3.12011,0)
(3.19546,0)
(3.19521,0)
(3.12016,0)
(3.14839,0)
(3.14837,0)
(4.45407,0)
(4.45076,0)
(3.22701,0)
(4.43276,0)
(4.44627,0)
(4.41988,0)
(4.42146,0)
(4.41357,0)
(4.44484,0)
(4.44487,0)
(4.4075,0)
(4.41643,0)
(3.2336,0)
(3.2502,0)
(3.24418,0)
(3.21766,0)
(3.22507,0)
(3.2573,0)
(3.22594,0)
(3.21575,0)
(3.25996,0)
(3.26774,0)
(3.21111,0)
(3.21109,0)
(3.2791,0)
(3.27059,0)
(3.30249,0)
(3.29735,0)
(3.2704,0)
(3.35277,0)
(3.35068,0)
(3.33393,0)
(3.34678,0)
(3.34451,0)
(3.33759,0)
(3.33823,0)
(3.33956,0)
(4.40323,0)
(4.39929,0)
(4.39924,0)
(4.34937,0)
(4.38535,0)
(4.3724,0)
(4.33802,0)
(4.3665,0)
(4.3694,0)
(4.37575,0)
(4.37978,0)
(4.37956,0)
(4.23758,0)
(4.2382,0)
(4.24351,0)
(4.33493,0)
(4.32788,0)
(4.3675,0)
(4.38944,0)
(4.33324,0)
(4.38937,0)
(4.31013,0)
(4.2707,0)
(4.30512,0)
(4.2989,0)
(4.27935,0)
(4.28126,0)
(4.29628,0)
(4.28865,0)
(4.28582,0)
(4.28542,0)
(4.30469,0)
(4.28824,0)
(3.36997,0)
(3.37416,0)
(3.37434,0)
(4.23108,0)
(4.22001,0)
(4.22165,0)
(4.22708,0)
(4.22676,0)
(3.40782,0)
(3.41246,0)
(3.41543,0)
(3.47971,0)
(3.45853,0)
(3.41732,0)
(3.48556,0)
(3.48791,0)
(3.53436,0)
(3.51635,0)
(3.52125,0)
(3.506,0)
(3.53073,0)
(3.53043,0)
(3.49902,0)
(4.20238,0)
(4.19876,0)
(4.19844,0)
(4.19681,0)
(3.50816,0)
(4.18319,0)
(4.19319,0)
(4.18941,0)
(4.19491,0)
(4.19191,0)
(4.17884,0)
(4.17786,0)
(4.17742,0)
(3.49927,0)
(4.17053,0)
(4.19021,0)
(4.17389,0)
(3.41907,0)
(3.5555,0)
(3.44666,0)
(3.435,0)
(3.43558,0)
(3.55855,0)
(3.55715,0)
(3.58602,0)
(3.58253,0)
(3.58266,0)
(3.44177,0)
(3.42491,0)
(3.61043,0)
(3.56659,0)
(3.61211,0)
(3.62491,0)
(3.45188,0)
(3.43988,0)
(3.42316,0)
(3.42326,0)
(3.6181,0)
(3.45192,0)
(3.61895,0)
(3.44015,0)
(3.98053,0)
(3.99502,0)
(4.00497,0)
(4.00952,0)
(4.01951,0)
(4.14143,0)
(4.15631,0)
(4.12661,0)
(4.03773,0)
(4.04099,0)
(4.06682,0)
(4.12162,0)
(4.15315,0)
(4.10684,0)
(4.11199,0)
(4.12178,0)
(4.04705,0)
(4.04897,0)
(4.0918,0)
(4.11271,0)
(4.15217,0)
(4.15188,0)
(4.15003,0)
(4.10409,0)
(4.10353,0)
(4.15015,0)
(4.07916,0)
(4.07675,0)
(4.08452,0)
(4.07829,0)
(4.08644,0)
(4.08604,0)
(4.07674,0)
(3.72056,0)
(3.71154,0)
(3.63714,0)
(3.65869,0)
(3.64157,0)
(3.56539,0)
(3.95823,0)
(4.04545,0)
(3.97243,0)
(3.7745,0)
(3.73565,0)
(3.69775,0)
(3.73999,0)
(3.74236,0)
(3.7008,0)
(3.68438,0)
(3.66446,0)
(3.64975,0)
(3.63891,0)
(3.64762,0)
(3.64435,0)
(3.64529,0)
(3.79234,0)
(3.78989,0)
(3.77912,0)
(3.91138,0)
(3.76092,0)
(3.90796,0)
(3.90301,0)
(3.74733,0)
(3.93808,0)
(3.92591,0)
(3.9331,0)
(3.93129,0)
(3.67271,0)
(3.68798,0)
(3.92348,0)
(3.93725,0)
(3.97086,0)
(3.75453,0)
(3.74445,0)
(3.68794,0)
(4.04848,0)
(3.56542,0)
(3.87495,0)
(3.80016,0)
(3.88916,0)
(3.82878,0)
(3.84268,0)
(3.67385,0)
(3.67205,0)
(3.89315,0)
(3.89702,0)
(3.70057,0)
(3.75525,0)
(3.75003,0)
(3.97122,0)
(3.97115,0)
(3.67217,0)
(3.93205,0)
(3.89486,0)
(3.8334,0)
(3.84874,0)
(3.88542,0)
(3.88521,0)
(3.83666,0)
(3.81865,0)
(3.81038,0)
(3.85307,0)
(3.86412,0)
(3.81355,0)
(3.81199,0)
(3.81673,0)
(3.80545,0)
(3.86204,0)
(3.80525,0)
(3.81302,0)
(3.85994,0)
(3.85913,0)
(3.85694,0)
(3.8571,0)
(3.86284,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,0)
(4,7.20385e-16)
(4,-7.20385e-16)

